Phage_ID,Host,Lifestyle,Phage_source,Protein_source,Protein_ID,Product,Length
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_63,unknown,235.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_65,unknown,273.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_67,unknown,81.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_69,unknown,106.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_71,unknown,67.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_72,unknown,232.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_73,unknown,61.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_74,unknown,123.0
biochar_485,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_485_75,unknown,57.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_2,unknown,106.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_4,unknown,67.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_5,unknown,232.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_6,unknown,61.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_7,unknown,123.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_8,unknown,57.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_10,unknown,224.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_11,unknown,98.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_12,unknown,64.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_13,unknown,31.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_14,unknown,38.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_15,unknown,132.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_16,unknown,71.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_17,unknown,205.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_18,unknown,121.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_19,unknown,65.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_21,unknown,171.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_23,unknown,214.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_27,unknown,136.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_28,unknown,63.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_29,unknown,86.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_30,unknown,49.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_32,unknown,69.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_34,unknown,63.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_36,unknown,42.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_37,unknown,60.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_39,unknown,230.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_40,unknown,93.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_42,unknown,79.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_44,Domain of unknown function (DUF4406),161.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_45,unknown,108.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_47,unknown,51.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_49,unknown,115.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_50,unknown,80.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_51,unknown,73.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_52,unknown,71.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_53,unknown,94.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_55,unknown,157.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_57,unknown,712.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_58,unknown,477.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_59,unknown,342.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_61,unknown,70.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_66,unknown,189.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_67,unknown,66.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_68,unknown,293.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_70,unknown,108.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_72,unknown,235.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_74,unknown,273.0
biochar_487,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_487_76,unknown,81.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_1,unknown,56.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_2,unknown,66.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_3,unknown,189.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_8,unknown,70.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_10,unknown,342.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_11,unknown,477.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_12,unknown,712.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_14,unknown,157.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_16,unknown,94.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_17,unknown,71.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_18,unknown,73.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_19,unknown,80.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_20,unknown,115.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_22,unknown,51.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_24,unknown,108.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_25,Domain of unknown function (DUF4406),161.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_27,unknown,79.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_29,unknown,93.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_30,unknown,230.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_32,unknown,60.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_33,unknown,42.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_35,unknown,63.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_37,unknown,69.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_39,unknown,49.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_40,unknown,86.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_41,unknown,63.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_42,unknown,136.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_46,unknown,214.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_48,unknown,171.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_50,unknown,65.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_51,unknown,121.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_52,unknown,205.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_53,unknown,71.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_54,unknown,132.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_55,unknown,38.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_56,unknown,31.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_57,unknown,64.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_58,unknown,98.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_59,unknown,224.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_61,unknown,57.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_62,unknown,123.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_63,unknown,61.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_64,unknown,232.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_65,unknown,67.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_67,unknown,106.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_69,unknown,81.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_71,unknown,273.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_73,unknown,235.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_75,unknown,108.0
biochar_488,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_488_77,unknown,280.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_2,unknown,106.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_4,unknown,81.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_6,unknown,273.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_8,unknown,235.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_10,unknown,108.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_12,unknown,293.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_13,unknown,66.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_14,unknown,189.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_19,unknown,70.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_21,unknown,342.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_22,unknown,477.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_23,unknown,712.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_25,unknown,157.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_27,unknown,94.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_28,unknown,71.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_29,unknown,73.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_30,unknown,80.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_31,unknown,115.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_33,unknown,51.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_35,unknown,108.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_36,Domain of unknown function (DUF4406),161.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_38,unknown,79.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_40,unknown,93.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_41,unknown,230.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_43,unknown,60.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_44,unknown,42.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_46,unknown,63.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_48,unknown,69.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_50,unknown,49.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_51,unknown,86.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_52,unknown,63.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_53,unknown,136.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_57,unknown,214.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_59,unknown,171.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_61,unknown,65.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_62,unknown,121.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_63,unknown,205.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_64,unknown,71.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_65,unknown,132.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_66,unknown,38.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_67,unknown,31.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_68,unknown,64.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_69,unknown,98.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_70,unknown,224.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_72,unknown,57.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_73,unknown,123.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_74,unknown,61.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_75,unknown,232.0
biochar_489,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_489_76,unknown,67.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_2,unknown,42.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_3,unknown,60.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_5,unknown,230.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_6,unknown,93.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_8,unknown,79.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_10,Domain of unknown function (DUF4406),161.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_11,unknown,108.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_13,unknown,51.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_15,unknown,115.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_16,unknown,80.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_17,unknown,73.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_18,unknown,71.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_19,unknown,94.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_21,unknown,157.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_23,unknown,712.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_24,unknown,477.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_25,unknown,342.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_27,unknown,70.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_32,unknown,189.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_33,unknown,66.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_34,unknown,293.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_36,unknown,108.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_38,unknown,235.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_40,unknown,273.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_42,unknown,81.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_44,unknown,106.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_46,unknown,67.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_47,unknown,232.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_48,unknown,61.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_49,unknown,123.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_50,unknown,57.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_52,unknown,224.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_53,unknown,98.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_54,unknown,64.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_55,unknown,31.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_56,unknown,38.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_57,unknown,132.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_58,unknown,71.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_59,unknown,205.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_60,unknown,121.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_61,unknown,65.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_63,unknown,171.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_65,unknown,214.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_69,unknown,136.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_70,unknown,63.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_71,unknown,86.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_72,unknown,49.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_74,unknown,69.0
biochar_490,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_490_76,unknown,63.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_1,unknown,127.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_2,unknown,147.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_3,unknown,100.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_5,unknown,89.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_9,unknown,86.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_12,unknown,69.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_13,unknown,99.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_14,unknown,97.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_15,unknown,237.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_17,unknown,150.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_18,unknown,88.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_19,unknown,114.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_22,unknown,135.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_23,Protein of unknown function (DUF2793),435.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_24,unknown,72.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_25,unknown,80.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_26,unknown,84.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_27,unknown,62.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_29,unknown,737.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_33,Protein of unknwon function (DUF3310),161.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_34,unknown,86.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_37,unknown,77.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_38,unknown,79.0
biochar_503,Pseudomonas aeruginosa,virulent,STV,prodigal,biochar_503_39,unknown,134.0
